name,extension,bytes,sha256,project,phase,role,proposed_destination,executable_reference_count,executable_references,disposition
freeze_9m_dp4_candidate_population_v1.py,.py,2890,65eeb1c538e4aff3e1a72792f5bf08b5680bcb9d094e8da4cdd751b33ee3fca5,pmpd,9m,RESEARCH_EXECUTABLE,scripts\pmpd\9m\freeze_9m_dp4_candidate_population_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
freeze_a52_candidate_model_v2_v1.py,.py,3003,c8896cbf94e0189c9c03233a2324afd672d973b88a7e7272ce89acb0e4587774,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\freeze_a52_candidate_model_v2_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
FTHC_Bulk_Daily_Download.py,.py,10349,5b3a658136d4737de9fb747f1b00bbcb67b2a84412c593ff2e75ce09296489cf,second1m,fthc,UTILITY_OR_UNKNOWN,scripts\second1m\fthc\FTHC_Bulk_Daily_Download.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
FTHC_Bulk_Daily_Download_Missing12.py,.py,10347,e335970ddfed991f1f32e0adeadddb8519e61f0c679ec226f0d53cbc753005f5,second1m,fthc,UTILITY_OR_UNKNOWN,scripts\second1m\fthc\FTHC_Bulk_Daily_Download_Missing12.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
import_second1m_market_reference.py,.py,24534,02ee7acc29a80048602dd5cca64096be647997f3f098c01310b4d547f39c0d50,second1m,ingestion,UTILITY_OR_UNKNOWN,scripts\second1m\ingestion\import_second1m_market_reference.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
import_second_candle_intraday_1m.py,.py,21827,abb383ad2473513001cdaaac70ac9e01269bb3712396710911327090a11102bf,second1m,ingestion,UTILITY_OR_UNKNOWN,scripts\second1m\ingestion\import_second_candle_intraday_1m.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
initialize_altc2_prospective_validation_v1.py,.py,2377,38883594f5fdd725dcacb0f0a1e9e6a4c2751502c537a22f19d2f6e4c58d1816,second1m,altc2,UTILITY_OR_UNKNOWN,scripts\second1m\altc2\initialize_altc2_prospective_validation_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
inspect_ae2_feature_schemas.py,.py,749,0757bd32af6feef125b9e619191fd77552d38b36ec093b546223c9ff619f83a5,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inspect_ae2_feature_schemas.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inspect_dp_structural_clearance_taxonomy.py,.py,3406,d27f115daaba03e70ded4205081871af88b6199cab2603c21379612b4a744db4,pmpd,legacy,AUDIT_DIAGNOSTIC,scripts\pmpd\legacy\inspect_dp_structural_clearance_taxonomy.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
inspect_v2_build_assembly.py,.py,874,392774681c4e491456d20d3241db15a16d752dc1aa43d5363254efdf17a7727a,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inspect_v2_build_assembly.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inspect_v4_parity_validation.py,.py,825,a07487e89cfb48789be984a0d6fb9d42707c3497c8ff99f1214ad4b3867e0047,pmpd,v4,AUDIT_DIAGNOSTIC,scripts\pmpd\v4\inspect_v4_parity_validation.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
install_and_msft_preflight.ps1,.ps1,1084,fe4c69e1e704b678f0921dd607bc6365fbb45ae6ba6464bcb87142713f52162d,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\install_and_msft_preflight.ps1,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_9n_3k_massive_pipeline.py,.py,1651,355743d7eb90dc94af601b512fdfdee4617a929effe9538377d824d565d95143,pmpd,9n,AUDIT_DIAGNOSTIC,scripts\pmpd\9n\inventory_9n_3k_massive_pipeline.py,2,research_outputs\pmpd\9n\pmpd_v5_9n_3k_massive_pipeline_inventory.txt | research_outputs\pmpd\docs_history\README_9N_3K.md,DEPENDENCY_REVIEW_REQUIRED
inventory_a39_a37_frozen_geometry_sources_v1.py,.py,1370,94a869d4456fbd5d8424c065d514c7bb4894da7083fe0a159281f6e650a7714a,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\inventory_a39_a37_frozen_geometry_sources_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a39_c1_c2_transition_existing_evidence_v1.py,.py,3483,dea29bd735e5984c3dee202aeee94b46719827d85fabd589405890c5af6f427b,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a39_c1_c2_transition_existing_evidence_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a40_intraday_timing_existing_evidence_v1.py,.py,3362,ae25e79c866070c54de77fc0333d7aa2ad4e1ff954935c9a679653ddd97d871f,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a40_intraday_timing_existing_evidence_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a41_benchmark_intraday_sources_v1.py,.py,2910,a1485a3f1324944cdd2ad913ac848f3aeb7b44045215e6d5b4db977247ca279f,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a41_benchmark_intraday_sources_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a41_market_open_impulse_existing_evidence_v1.py,.py,1883,bf710c566fb5d96805ee8a8a71d29856230975ab0a8790f89ff40f258d54354e,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a41_market_open_impulse_existing_evidence_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a42_opening_location_existing_evidence_v1.py,.py,2073,1579fb9a7c6587924d7dc6808a66eb86a9a648d1b9bf0dbd54348ff1ad2e7dcc,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a42_opening_location_existing_evidence_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a43_opening_relative_strength_existing_evidence_v1.py,.py,2024,ea70059f9d982a403a37827be39f7af17379e54457b76431cfc8402df6be3162,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a43_opening_relative_strength_existing_evidence_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a44_prior_day_structure_existing_evidence_v1.py,.py,2083,aa7df70890e69fed13ad31f56373e17f1761ef926754a8559d8a4f6c886dc479,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a44_prior_day_structure_existing_evidence_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a45_prior_day_to_premarket_transition_v1.py,.py,1726,66f7c18b468bf278dbd0ca3af369e732629d873f63bc385f209a56c9af92b043,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a45_prior_day_to_premarket_transition_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a46_premarket_shape_existing_evidence_v1.py,.py,1932,ba358b3e31578578514b14f9dc47d290704eb3cb2bdeecf6d89b03d6722dc77c,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a46_premarket_shape_existing_evidence_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a47_entry_area_technical_confluence_v1.py,.py,1757,b50df346f22abfcd39a6cccef30b515bad34c600340444578da11bcfd4dec2ab,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a47_entry_area_technical_confluence_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a48_remaining_roadmap_gap_audit_v1.py,.py,3527,f3a812c341f16aa7a3511de5051fd892dcdd5aca75fe0601f00088859836360e,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a48_remaining_roadmap_gap_audit_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a49_opening_liquidity_existing_evidence_v1.py,.py,1528,3082141c0c2b4beae18baed0828e768182982cfc86c0416a1695d58760c5c163,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a49_opening_liquidity_existing_evidence_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a51_2_frozen_candidate_encodings_v1.py,.py,1472,3a6e4077e00b339f08cc909ed0db4c93c9f10e656338118bd51af4247bea5db6,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\inventory_a51_2_frozen_candidate_encodings_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a51_a39_event_source_v1.py,.py,1264,d9399d678ee3b824e9dd4c6eac630314ea298baed61373a1413a7cc319881755,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a51_a39_event_source_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a51_a39_frozen_cutpoints_v1.py,.py,1246,2971023760c89bfc8f2cd78f263bff06079b94af4079c7eaebf516bdba8d2e64,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\inventory_a51_a39_frozen_cutpoints_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a51_a39_frozen_encoding_v1.py,.py,1192,d291042fe2613208a94be8f1c71b87fbc5ead6bffb315457decd500c7b5d420f,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\inventory_a51_a39_frozen_encoding_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a51_a39_preferred_source_values_v1.py,.py,1493,e9d68ac1f9b23b5392552b62d84a7a03e2292fe71684277ea18b924bcc051c09,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a51_a39_preferred_source_values_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a51_frozen_quintile_assignments_v1.py,.py,1493,075ef76b215f322a593d959b843f6f6fa9ae6afaef431674d2a8f46bddc828f5,unclassified,review,CANONICAL_OR_FROZEN,scripts\unclassified\review\inventory_a51_frozen_quintile_assignments_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a51_retained_v2_evidence_sources_v1.py,.py,3779,2a13c207d9d002d7fe3bab374a15f4435172653bf07ac918ee74733de1bcf487,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a51_retained_v2_evidence_sources_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a53_c1_level_timing_inputs_v1.py,.py,1680,ae1b9fb3e4cfe10db3f489684e686987c7b243cdd9da4ce206962aee1f5f0583,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a53_c1_level_timing_inputs_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a53_v2_prospective_scoring_sources_v1.py,.py,2088,9a1c14d15ffe6316bc6fbf00624d5ba63a7fb1675ef7f7f9183a5e4eaf513572,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a53_v2_prospective_scoring_sources_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
inventory_a55_19_altc2_reference_logic_v1.py,.py,3436,ec9abd1d4900f64bbb34832f9f5537de904e62555eabcf6ff3a23e418d65568b,unclassified,review,AUDIT_DIAGNOSTIC,scripts\unclassified\review\inventory_a55_19_altc2_reference_logic_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
join_and_audit_frozen_9h_outcomes.py,.py,9584,ebd49bbb1b1146713962e29c601fe36d25064f1e3aae856465c1e2985e1de178,pmpd,9h,CANONICAL_OR_FROZEN,scripts\pmpd\9h\join_and_audit_frozen_9h_outcomes.py,0,,PROVENANCE_REVIEW_REQUIRED
Massive_Index_Candidate_Test.py,.py,2375,b2176aac80cc5361ac3f32cd44275aa12507331495a727d33814c2854120155e,market_data,utilities,UTILITY_OR_UNKNOWN,scripts\market_data\utilities\Massive_Index_Candidate_Test.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
Massive_Index_Test.py,.py,2147,c359e7a1c8cdfe5ff5dcc2e27fb9946153b0241ec5b19698e3483e9880744932,market_data,utilities,UTILITY_OR_UNKNOWN,scripts\market_data\utilities\Massive_Index_Test.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
Massive_Market_Validation.py,.py,3036,407b3d2775958cecc0a1de9a14099f689628e5a487628b1ad86143826b29dcd7,market_data,utilities,UTILITY_OR_UNKNOWN,scripts\market_data\utilities\Massive_Market_Validation.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
MassiveAPI_Test.py,.py,3821,4598cc2d7a395ea02251fd694d32b60ab5c68fa0f35b66c6e940069a92b2e1a9,market_data,utilities,UTILITY_OR_UNKNOWN,scripts\market_data\utilities\MassiveAPI_Test.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
OSI_1.0.0A_Parity.pine,.pine,47464,0bdd62179fd1aff6aa4c7993cc83dc419f64060700af37f8216617902dc84100,unclassified,review,PINE_SOURCE,pine\unclassified\review\OSI_1.0.0A_Parity.pine,0,,MANUAL_CLASSIFICATION_REQUIRED
OSI_1.0.0A_Parity_FIX1.pine,.pine,44500,0d767f9862646bca664673f215463c50adf3a30c8b280c90a5170d60778ae20c,unclassified,review,PATCH_OR_FIX,pine\unclassified\review\OSI_1.0.0A_Parity_FIX1.pine,0,,MANUAL_CLASSIFICATION_REQUIRED
OSI_1.0.0A_Parity_FIX2.pine,.pine,44476,422259d8ca75cd6ba4539d08ca0465471e1b78b9e312bebfb024d927fa1c4aa1,unclassified,review,PATCH_OR_FIX,pine\unclassified\review\OSI_1.0.0A_Parity_FIX2.pine,0,,MANUAL_CLASSIFICATION_REQUIRED
OSI_1.0.0A_Parity_FIX3.pine,.pine,41446,f17a325821d5957c1f38b30712d6ed7f7278e2df49f31ffd4100a73270ef9452,unclassified,review,PATCH_OR_FIX,pine\unclassified\review\OSI_1.0.0A_Parity_FIX3.pine,0,,MANUAL_CLASSIFICATION_REQUIRED
OSI_1.0.0A_Parity_FIX4.pine,.pine,45435,9cb312cb32d4f5fbf03553fcb7244000994ea178a28fc072783b6b5ac0ea8d78,unclassified,review,PATCH_OR_FIX,pine\unclassified\review\OSI_1.0.0A_Parity_FIX4.pine,0,,MANUAL_CLASSIFICATION_REQUIRED
OSI_1.0.0A_Parity_FIX5.pine,.pine,46019,93b6935d7e19f85a92ee2dd7da3923f67a947f5a405a3e49b84ed0b5391a9335,unclassified,review,PATCH_OR_FIX,pine\unclassified\review\OSI_1.0.0A_Parity_FIX5.pine,0,,MANUAL_CLASSIFICATION_REQUIRED
OSI_1.0.0A_Parity_FIX6.pine,.pine,46155,b70418f04c916832f5f267560cd85b0fc813e71b0a17157e16f7ff9bb986bc61,unclassified,review,PATCH_OR_FIX,pine\unclassified\review\OSI_1.0.0A_Parity_FIX6.pine,0,,MANUAL_CLASSIFICATION_REQUIRED
OSI_1.0.0A_Parity_FIX7.pine,.pine,54472,79e88c3262a4200adcae90f69d02155cc459fd362ac73b36566a68419c023fa4,unclassified,review,PATCH_OR_FIX,pine\unclassified\review\OSI_1.0.0A_Parity_FIX7.pine,0,,MANUAL_CLASSIFICATION_REQUIRED
OSI_1.0.0A_Parity_FIX8.pine,.pine,55564,7c3dc32f1700b6ed2074039c2d20f4fea6723be42c52d65d6249c53c26c8f972,unclassified,review,PATCH_OR_FIX,pine\unclassified\review\OSI_1.0.0A_Parity_FIX8.pine,0,,MANUAL_CLASSIFICATION_REQUIRED
OSI_1.0.0A_Parity_FIX9.pine,.pine,59448,dfc55569e36f0e4fa1f4f622f4877352d218e6dccbddc47c9c35026da012a8ef,unclassified,review,PATCH_OR_FIX,pine\unclassified\review\OSI_1.0.0A_Parity_FIX9.pine,0,,MANUAL_CLASSIFICATION_REQUIRED
parse_9n_3f_tradingview_csv.py,.py,3748,816338e4c60c96b061fc1768c1a63d2ee000b796e74198ec53703b38105642f3,pmpd,9n,UTILITY_OR_UNKNOWN,scripts\pmpd\9n\parse_9n_3f_tradingview_csv.py,1,research_outputs\pmpd\docs_history\README_9N_3F.md,DEPENDENCY_REVIEW_REQUIRED
patch_9k_discovery_bool_cast.py,.py,441,4bf6c635d30dddb12e106613faaaf502fb0dfe50f0a89d146f2ee6416ae28da4,pmpd,9k,PATCH_OR_FIX,scripts\pmpd\9k\patch_9k_discovery_bool_cast.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
patch_9n_3f2_compact_csv_parity.py,.py,7618,dc4fcb2eb32fb6d043501b92d48e220c43746e7bbdae46afe02c4f695f1e6275,pmpd,9n,PATCH_OR_FIX,scripts\pmpd\9n\patch_9n_3f2_compact_csv_parity.py,1,research_outputs\pmpd\docs_history\README_9N_3F2.md,DEPENDENCY_REVIEW_REQUIRED
patch_9n_3f3_robust_compact_csv_parity.py,.py,9216,607f2a6201e53ef90e85ba80838e4467ab32e148aee226e55d9af517ea6c35fd,pmpd,9n,PATCH_OR_FIX,scripts\pmpd\9n\patch_9n_3f3_robust_compact_csv_parity.py,1,research_outputs\pmpd\docs_history\README_9N_3F3.md,DEPENDENCY_REVIEW_REQUIRED
patch_9n_3f4_data_window_csv_export.py,.py,1773,0a6688fc9ce73f5e2e02e7c4cce2c6c6959c36ef141c4bf3a03def72b5df0904,pmpd,9n,PATCH_OR_FIX,scripts\pmpd\9n\patch_9n_3f4_data_window_csv_export.py,1,research_outputs\pmpd\docs_history\README_9N_3F4.md,DEPENDENCY_REVIEW_REQUIRED
patch_9n_3f5_frozen_date_level_export.py,.py,3446,485e47eba36fcb12972611ad39ff7102fbaad78bfa133de17e08f44db06d948e,pmpd,9n,CANONICAL_OR_FROZEN,scripts\pmpd\9n\patch_9n_3f5_frozen_date_level_export.py,1,research_outputs\pmpd\docs_history\README_9N_3F5.md,DEPENDENCY_REVIEW_REQUIRED
patch_9n_3f_csv_parity_export.py,.py,8846,06ce6c0c5ff385245f6928b15d3be514c9c3609034ef96cb5fedefc56e768060,pmpd,9n,PATCH_OR_FIX,scripts\pmpd\9n\patch_9n_3f_csv_parity_export.py,1,research_outputs\pmpd\docs_history\README_9N_3F.md,DEPENDENCY_REVIEW_REQUIRED
patch_certify_v2_full50_parity.py,.py,966,1fe8448cbd9874f441c1ed321fad899a6630f22665bf624faf134021fee948cc,pmpd,v4,PATCH_OR_FIX,scripts\pmpd\v4\patch_certify_v2_full50_parity.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
patch_discovery_stage1_restrict_features.py,.py,1416,71de94d449859f189259e418251bfdb71a78f6e81460e91bd1239148b9fb0ba4,pmpd,legacy,PATCH_OR_FIX,scripts\pmpd\legacy\patch_discovery_stage1_restrict_features.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
patch_dp4_derivation_duplicate_decision_id.py,.py,750,31d59e46bec241ea4a9257a322bb58a878a8f1bfaebc7f0549307ca13683115b,pmpd,legacy,PATCH_OR_FIX,scripts\pmpd\legacy\patch_dp4_derivation_duplicate_decision_id.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
patch_dp4_derivation_timezone.py,.py,489,c61fc11e8cc65695a780370fef6660368be87652dc670dee0cc813ba575c48b4,pmpd,legacy,PATCH_OR_FIX,scripts\pmpd\legacy\patch_dp4_derivation_timezone.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
patch_outcome_independence_comment_filter.py,.py,987,36decba6a62963dfd68ae27699594cba459660e2c25e0059f3b4a2e9b6421e7f,pmpd,legacy,PATCH_OR_FIX,scripts\pmpd\legacy\patch_outcome_independence_comment_filter.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
patch_outcome_join_ambiguous_same_bar.py,.py,1170,8f4a0d4da872509d719fcffb44a3a23ef7ce776f1ecb17d4364f91dc73c50366,pmpd,legacy,PATCH_OR_FIX,scripts\pmpd\legacy\patch_outcome_join_ambiguous_same_bar.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
patch_outcome_join_prefer_canonical_label.py,.py,849,473871a03b587e4ccf9786107c260a5119df7cd43b8e6bc0e4a2dd250a4c442a,pmpd,legacy,PATCH_OR_FIX,scripts\pmpd\legacy\patch_outcome_join_prefer_canonical_label.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
patch_validation_robustness_block_repair_v3.py,.py,1140,29b71b0b909e50b1e49a06c1c1619ce5ee9519a86256bbe789eefeb99ad63dbb,pmpd,legacy,PATCH_OR_FIX,scripts\pmpd\legacy\patch_validation_robustness_block_repair_v3.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
patch_validation_robustness_corr_scope_v2.py,.py,709,8792e37048f6baf5fe937aab209d93a12351b90c0febb1b1ba308c620bd8c933,pmpd,legacy,PATCH_OR_FIX,scripts\pmpd\legacy\patch_validation_robustness_corr_scope_v2.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
patch_validation_robustness_no_scipy.py,.py,609,92cfca2f80ad2a5a7344d4b6e66ce25dee5f3b37314212e1fd5c1f144a4ee40f,pmpd,legacy,PATCH_OR_FIX,scripts\pmpd\legacy\patch_validation_robustness_no_scipy.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
PM + PD Breakout Monitor - V4 8H-7 Parity Capture.pine,.pine,254147,54b708176a5e81d39cbb7aa3cb7cd92de0a44528f3411cae78dedcfaeee07e73,pmpd,v4,PINE_SOURCE,pine\pmpd\v4\PM + PD Breakout Monitor - V4 8H-7 Parity Capture.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
PM + PD Breakout Monitor - V4 Forward Validation FINAL.pine,.pine,230810,e3ffd188a90ed2db077de1b60479cad13b5ba6ad97f9163b8b8d4a808b7dd2e1,pmpd,v4,CANONICAL_OR_FROZEN,pine\pmpd\v4\PM + PD Breakout Monitor - V4 Forward Validation FINAL.pine,0,,PROVENANCE_REVIEW_REQUIRED
PM_PD_Breakout_V4_8H7_Parity_Capture.pine,.pine,253558,01bd8e441ab4a32245807bf745676a3cb746e01c4dcb336f00fc64664ae5c88c,pmpd,v4,PINE_SOURCE,pine\pmpd\v4\PM_PD_Breakout_V4_8H7_Parity_Capture.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
PM_PD_Breakout_V4_8H7_Parity_Capture_FULL.pine,.pine,246371,79b9d80f0ec2c254bd69607ff626c2007ae7e617018d984f083ba2a25e7ba681,pmpd,v4,PINE_SOURCE,pine\pmpd\v4\PM_PD_Breakout_V4_8H7_Parity_Capture_FULL.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_PATCH_BACKUP.pine,.pine,230810,e3ffd188a90ed2db077de1b60479cad13b5ba6ad97f9163b8b8d4a808b7dd2e1,pmpd,v4,BACKUP_PROVENANCE,archive\source\pmpd\v4\PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_PATCH_BACKUP.pine,0,,PROVENANCE_REVIEW_REQUIRED
PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_SYMBOL_GUARD.pine,.pine,254713,845068fd382947270df861c1022220e8c6105161affac4d9ad1d8bcd19a6ebf8,pmpd,v4,BACKUP_PROVENANCE,archive\source\pmpd\v4\PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_SYMBOL_GUARD.pine,0,,PROVENANCE_REVIEW_REQUIRED
PM_PD_Breakout_V4_9N_3F3_COMPACT_CSV_Parity_Export.pine,.pine,117726,44a47d3d02bb18bcb6a624cc3a608782f7dd207f44ce01ae936f20656f8788b4,pmpd,9n,PINE_SOURCE,pine\pmpd\9n\PM_PD_Breakout_V4_9N_3F3_COMPACT_CSV_Parity_Export.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
PM_PD_Breakout_V4_9N_3F4_DATA_WINDOW_CSV_Parity_Export.pine,.pine,121621,e8bf58312402e990c66f0b0312099881a3e0e1ec1beeb42028c0f6f7e82138ae,pmpd,9n,PINE_SOURCE,pine\pmpd\9n\PM_PD_Breakout_V4_9N_3F4_DATA_WINDOW_CSV_Parity_Export.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
PM_PD_Breakout_V4_9N_3F5_FROZEN_DATE_LEVEL_CSV_Parity_Export.pine,.pine,126038,ae6c26908893bab2c8fcc6fac535175ac2e8a03be2da71fd12bb03971c00541e,pmpd,9n,CANONICAL_OR_FROZEN,pine\pmpd\9n\PM_PD_Breakout_V4_9N_3F5_FROZEN_DATE_LEVEL_CSV_Parity_Export.pine,0,,PROVENANCE_REVIEW_REQUIRED
PM_PD_Breakout_V4_9N_3F_CSV_Parity_Export.pine,.pine,261430,bef8757ebd199d39f4f3926a30ea7a8cdd1f89be9f42caf04f570a44a7ed9f0c,pmpd,9n,PINE_SOURCE,pine\pmpd\9n\PM_PD_Breakout_V4_9N_3F_CSV_Parity_Export.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
PMPD_8H7B2A_PARITY_CLASSIFICATION_PATCH.pine,.pine,22702,fb416860d1036cab071d984e3a5ca43c2c77aa251e18b27396cd581a2c0cba8d,pmpd,v4,PATCH_OR_FIX,pine\pmpd\v4\PMPD_8H7B2A_PARITY_CLASSIFICATION_PATCH.pine,0,,MOVE_CANDIDATE_AFTER_REVIEW
pmpd_v5_9j_vwap_event_path_v2.py,.py,6887,77d01fcb1ed7ba0804e7cfda226b433df29afb41737d525445d6078eea8e5e82,pmpd,9j,UTILITY_OR_UNKNOWN,scripts\pmpd\9j\pmpd_v5_9j_vwap_event_path_v2.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
preflight_9k_dp4_candidate_matrix.py,.py,5500,d93e7146bff16d93d78c53039a0af0d89e6ebe8ab5ee10104017f08602621553,pmpd,9k,AUDIT_DIAGNOSTIC,scripts\pmpd\9k\preflight_9k_dp4_candidate_matrix.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
preflight_9m_dp4_candidate_extraction.py,.py,2022,b6b811c3420eb72cddfbbfeb919952fd0e3bc0dce894fc226d7a3356a79c5c63,pmpd,9m,AUDIT_DIAGNOSTIC,scripts\pmpd\9m\preflight_9m_dp4_candidate_extraction.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
preflight_9m_oos_engine.py,.py,1754,5d880cb07e06792997213b886132b00e5261df73446dc23b352219bf079ed7ca,pmpd,9m,AUDIT_DIAGNOSTIC,scripts\pmpd\9m\preflight_9m_oos_engine.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
preflight_9n_v4_implementation.py,.py,2980,ddf419a87ca84284ed57ce98b1b7bca0db13f212740cdeaee971aa79a315fb0e,pmpd,9n,AUDIT_DIAGNOSTIC,scripts\pmpd\9n\preflight_9n_v4_implementation.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
probe_9n_3l_vrtx_live_vendor_vs_cache.py,.py,5701,942c036af0257632e079c5d8e4546dd52e6105c626ba1f8486eb49e625645145,pmpd,9n,AUDIT_DIAGNOSTIC,scripts\pmpd\9n\probe_9n_3l_vrtx_live_vendor_vs_cache.py,1,research_outputs\pmpd\docs_history\README_9N_3L.md,DEPENDENCY_REVIEW_REQUIRED
recover_9n_parity_reference_evidence_v1.py,.py,3952,beb8d0bb72364d43fc5932a9c5d60608b4ed8797288fadc82f2fdd0ac9237bb3,pmpd,9n,UTILITY_OR_UNKNOWN,scripts\pmpd\9n\recover_9n_parity_reference_evidence_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
report_a53_v2_prospective_checkpoint_v1.py,.py,2296,71d9a2b6a9270b5ce0b6f71f81b8cd05b37e223cb13863258ca46c870ac4296c,unclassified,review,UTILITY_OR_UNKNOWN,scripts\unclassified\review\report_a53_v2_prospective_checkpoint_v1.py,0,,MANUAL_CLASSIFICATION_REQUIRED
report_altc2_prospective_checkpoint_v1.py,.py,7131,80ad61aa462fb253210de63853b40ad21af61475a4da9991c7f4ffbc34da49b3,second1m,altc2,UTILITY_OR_UNKNOWN,scripts\second1m\altc2\report_altc2_prospective_checkpoint_v1.py,0,,MOVE_CANDIDATE_AFTER_REVIEW
