symbol,trade_date,direction,research_period,quarter,c1_cleared_pattern,pm_pd_spacing_pct,directional_level_order_inner_to_outer,A37_G_N1_PM_PD_SPACING_Q4,A37_G_P2_PD_AH_PM_ORDERING,A38_T_P1_PM_REMAINS_FOR_C2,A38_T_N1_PD_REMAINS_FOR_C2,a42_priorclose_to_outer_consumed_ratio,A42_N2_OPEN_CONSUMED_RATIO_Q2
VZ,2025-07-23,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.4947579220167128,AH>PD>PM,True,False,False,False,0.901639344262303,False
VZ,2026-01-22,BULL,VALIDATION,2026Q1,AH+PD,0.05085176709891464,AH>PD>PM,False,False,True,False,0.7777777777777515,False
VZ,2026-02-10,BULL,VALIDATION,2026Q1,PM+AH,0.1488253428298082,PM>AH>PD,False,False,False,True,0.5000000000000355,True
VZ,2026-04-06,BEAR,VALIDATION,2026Q2,NONE,0.04057618178128631,PM>PD>AH,False,False,False,False,-0.1612903225806348,False
VZ,2026-04-13,BEAR,VALIDATION,2026Q2,AH+PD,0.2724350242467172,AH>PD>PM,False,False,True,False,-0.14893617021278205,False
WMT,2025-06-12,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.4835996635828362,AH>PD>PM,False,False,False,False,1.0,False
WMT,2025-08-04,BULL,DISCOVERY,2025Q3,PM+AH,0.29386431575213257,PM>AH>PD,False,False,False,True,-0.6799999999999878,False
WMT,2025-10-01,BEAR,DISCOVERY,2025Q4,AH+PD,0.7033997655334104,AH>PD>PM,True,False,True,False,0.46666666666666307,True
WMT,2025-10-15,BULL,DISCOVERY,2025Q4,AH,0.06484183224491055,AH>PD>PM,False,False,False,False,0.1728395061728252,False
WMT,2026-01-16,BEAR,VALIDATION,2026Q1,AH+PD,0.26143790849673393,AH>PD>PM,False,False,True,False,0.6951219512195097,False
WMT,2026-01-27,BEAR,VALIDATION,2026Q1,AH+PD,0.0766969193404094,AH>PD>PM,False,False,True,False,0.4285714285714344,True
WMT,2026-02-19,BULL,VALIDATION,2026Q1,PM+AH+PD,0.04268943436499995,AH>PM>PD,False,False,False,False,0.8388520971302399,False
WMT,2026-08-24,BULL,VALIDATION,2026Q3,AH+PD,0.2585835368481502,AH>PD>PM,False,False,True,False,0.511904761904768,True
XOM,2025-08-22,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.15048222713696732,AH>PD>PM,False,False,False,False,0.7592592592592442,False
XOM,2026-02-04,BULL,VALIDATION,2026Q1,PM+AH,0.47003525264393325,AH>PM>PD,False,False,False,True,0.3115384615384665,True
XOM,2026-03-05,BULL,VALIDATION,2026Q1,PM+AH+PD,0.052910052910061185,AH>PD>PM,False,False,False,False,0.8344827586206853,False
XOM,2026-03-24,BULL,VALIDATION,2026Q1,PM+AH+PD,0.45121612015948215,AH>PD>PM,False,False,False,False,0.5728155339805852,False
XOM,2026-04-08,BEAR,VALIDATION,2026Q2,PM+PD,5.71610236846289,PD>PM>AH,False,False,False,False,0.872250423011843,False
XOM,2026-04-14,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.8497079129049397,AH>PD>PM,True,False,False,False,0.9746093750000009,False
XOM,2026-04-17,BEAR,VALIDATION,2026Q2,PM+AH+PD,3.124840612727179,AH>PD>PM,False,False,False,False,0.9844851904090249,False
XOM,2026-08-04,BEAR,VALIDATION,2026Q3,AH+PD,0.9147444967260143,AH>PD>PM,True,False,True,False,0.9050131926121341,False
