symbol,trade_date,direction,outcome,research_period,quarter,c1_close,c2_close,pm_directional_level,ah_directional_level,pd_directional_level,c1_pm_beyond,c1_ah_beyond,c1_pd_beyond,c2_pm_beyond_calc,c2_ah_beyond_calc,c2_pd_beyond_calc,c1_levels_cleared_n,c2_levels_cleared_calc_n,levels_newly_cleared_by_c2_n,c1_cleared_pattern,c2_break_level_n,c2_break_count_state
BMY,2026-04-01,BULL,FAVORABLE_FIRST,VALIDATION,2026Q2,61.41,61.58,61.24,60.97,61.13,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
BMY,2026-04-06,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,59.03,58.87,58.98,59.5,59.1,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
BMY,2026-04-21,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,59.075,58.685,59.11,59.13,58.905,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
BMY,2026-05-27,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,57.57,57.45,57.76,58.03,58.03,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
BMY,2026-08-19,BULL,FAVORABLE_FIRST,VALIDATION,2026Q3,66.87,67.145,66.99,66.15,66.38,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
C,2025-09-04,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q3,95.545,95.7136,95.2951,95.24,95.24,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
C,2025-09-25,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,100.77,100.765,100.9,101.63,101.62,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
C,2025-11-20,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q4,101.38,101.61,101.36,100.11,100.5851,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
C,2026-02-04,BULL,FAVORABLE_FIRST,VALIDATION,2026Q1,118.215,119.18,118.27,117.71,118.92,False,True,False,True,True,True,1,3,2,AH,2,MULTIPLE_C2_LEVEL_BREAKS
C,2026-02-17,BULL,FAVORABLE_FIRST,VALIDATION,2026Q1,112.49,112.975,112.769,111.2538,111.43,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
C,2026-04-01,BULL,ADVERSE_FIRST,VALIDATION,2026Q2,115.75,116.245,115.25,113.65,113.77,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
C,2026-06-09,BULL,FAVORABLE_FIRST,VALIDATION,2026Q2,134.8,135.2075,134.75,133.45,134.88,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CAT,2025-08-18,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,406.635,406.195,407.0184,407.65,407.1,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CAT,2025-12-01,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q4,569.89,568.335,569.977,575.86,572.4,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CEG,2025-06-16,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q2,302.9185,304.6317,300.0,296.89,299.95,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CEG,2025-07-14,BULL,ADVERSE_FIRST,DISCOVERY,2025Q3,324.25,324.31,321.4,322.19,323.0,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CEG,2025-08-11,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,334.525,330.36,335.75,335.0,332.25,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CEG,2026-01-02,BULL,FAVORABLE_FIRST,DISCOVERY,2026Q1,363.02,362.0401,359.48,354.0,360.42,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CEG,2026-01-07,BEAR,FAVORABLE_FIRST,DISCOVERY,2026Q1,350.35,346.53,352.1511,354.0,346.74,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CEG,2026-01-16,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q1,319.27,318.435,322.0,336.0,335.0401,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CEG,2026-01-27,BEAR,ADVERSE_FIRST,VALIDATION,2026Q1,284.92,284.145,286.78,285.2,284.41,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CEG,2026-05-11,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,312.7,301.0,305.0,303.02,301.76,False,False,False,True,True,True,0,3,3,NONE,3,MULTIPLE_C2_LEVEL_BREAKS
CEG,2026-05-28,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,283.7,281.96,284.5,288.05,286.69,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CEG,2026-06-05,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,260.48,259.955,260.94,264.0,261.2,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CEG,2026-06-12,BULL,ADVERSE_FIRST,VALIDATION,2026Q2,251.68,254.1201,250.0,248.37,248.31,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CEG,2026-06-25,BULL,ADVERSE_FIRST,VALIDATION,2026Q2,272.005,274.38,270.56,270.0,274.02,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CEG,2026-07-14,BULL,ADVERSE_FIRST,VALIDATION,2026Q3,263.18,265.045,260.0,257.57,257.59,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CMCSA,2025-09-18,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,32.27,32.15,32.32,32.43,32.2,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CMCSA,2025-11-05,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q4,27.55,27.63,27.58,27.55,27.54,False,False,True,True,True,True,1,3,2,PD,2,MULTIPLE_C2_LEVEL_BREAKS
CMCSA,2026-02-27,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q1,30.615,30.5475,30.68,30.75,30.805,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CMCSA,2026-05-29,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,24.9799,24.89,24.95,25.0456,24.9,False,True,False,True,True,True,1,3,2,AH,2,MULTIPLE_C2_LEVEL_BREAKS
CMCSA,2026-06-17,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,23.35,23.2996,23.43,23.59,23.32,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CME,2025-10-06,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q4,263.62,263.22,264.12,264.67,264.46,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CME,2025-12-08,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q4,269.5125,269.02,270.0,270.87,270.1,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CME,2026-03-02,BULL,FAVORABLE_FIRST,VALIDATION,2026Q1,323.01,323.2,322.57,320.0,321.81,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CME,2026-05-26,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,289.26,287.35,289.0,291.23,289.1,False,True,False,True,True,True,1,3,2,AH,2,MULTIPLE_C2_LEVEL_BREAKS
CMG,2025-06-16,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q2,50.88,51.31,50.88,50.5431,50.7436,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
CMG,2025-07-07,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,56.315,56.06,56.25,57.13,56.72,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
CMG,2025-07-24,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,45.57,45.475,45.59,46.76,52.16,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CMG,2025-08-19,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,43.4,43.34,43.36,43.38,43.36,False,False,False,True,True,True,0,3,3,NONE,3,MULTIPLE_C2_LEVEL_BREAKS
CMG,2025-12-18,BULL,ADVERSE_FIRST,DISCOVERY,2025Q4,37.49,37.7,37.59,37.15,37.515,False,True,False,True,True,True,1,3,2,AH,2,MULTIPLE_C2_LEVEL_BREAKS
CMG,2026-02-23,BEAR,ADVERSE_FIRST,VALIDATION,2026Q1,37.085,37.04,37.19,37.43,37.26,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CMG,2026-05-28,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,32.25,32.24,32.39,32.55,32.59,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CMG,2026-06-17,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,32.02,31.71,32.26,32.55,32.565,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CMG,2026-08-07,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q3,33.29,33.31,33.46,33.56,33.4,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
COIN,2025-07-14,BULL,ADVERSE_FIRST,DISCOVERY,2025Q3,394.77,396.73,394.9,387.06,395.5,False,True,False,True,True,True,1,3,2,AH,2,MULTIPLE_C2_LEVEL_BREAKS
COIN,2025-08-07,BULL,ADVERSE_FIRST,DISCOVERY,2025Q3,313.36,315.07,315.0,303.9,304.77,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
COIN,2025-12-11,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q4,265.77,265.39,266.9,270.99,270.76,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
COIN,2025-12-17,BULL,ADVERSE_FIRST,DISCOVERY,2025Q4,256.04,258.6255,255.85,253.39,257.0,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
COIN,2025-12-30,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q4,232.93,232.2134,232.9,232.39,232.78,False,False,False,True,True,True,0,3,3,NONE,3,MULTIPLE_C2_LEVEL_BREAKS
COIN,2026-01-07,BEAR,FAVORABLE_FIRST,DISCOVERY,2026Q1,246.5,245.3819,247.89,249.7,245.72,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
COIN,2026-01-29,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q1,205.8108,204.98,206.02,208.37,206.8,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
COIN,2026-04-28,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,189.9725,188.9182,189.91,196.245,195.25,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
COIN,2026-04-29,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,181.65,181.46,186.93,189.4054,188.75,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
COP,2025-08-18,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,94.32,93.83,94.5,95.32,94.73,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
COP,2025-09-05,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,93.88,93.475,94.51,95.1,93.98,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
COP,2026-02-04,BULL,ADVERSE_FIRST,VALIDATION,2026Q1,106.26,106.735,105.21,104.91,105.23,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
COP,2026-04-17,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,115.53,114.9855,115.3,121.3,119.37,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
COP,2026-06-18,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,109.355,109.095,110.0,110.5411,109.96,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
COST,2025-09-16,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,957.73,956.905,958.7017,960.07,959.706,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
COST,2025-12-04,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q4,903.662,902.47,903.41,910.6,916.02,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
COST,2025-12-08,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q4,891.895,890.8,893.5,894.2,893.0,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
COST,2026-01-27,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q1,975.755,972.37,974.0,977.0,976.35,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
COST,2026-01-29,BEAR,ADVERSE_FIRST,VALIDATION,2026Q1,955.81,955.22,956.8206,956.89,955.61,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
COST,2026-05-26,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,1024.805,1019.3436,1021.82,1027.57,1025.19,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
CRM,2025-07-31,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,263.5,261.8092,264.5,262.44,263.33,True,False,False,True,True,True,1,3,2,PM,2,MULTIPLE_C2_LEVEL_BREAKS
CRM,2025-08-12,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,232.6664,230.56,232.0001,232.2,231.57,False,False,False,True,True,True,0,3,3,NONE,3,MULTIPLE_C2_LEVEL_BREAKS
CRM,2025-09-16,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,241.715,240.7694,242.07,242.1731,240.84,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CRM,2025-12-17,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q4,257.165,257.515,256.2,255.5,255.86,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CRM,2026-04-30,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,177.68,176.31,178.5,178.5,177.35,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CRM,2026-05-13,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,168.205,167.2501,169.82,171.0,170.58,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CRM,2026-06-17,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,159.345,158.7,160.19,161.51,160.5,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CRM,2026-06-26,BULL,FAVORABLE_FIRST,VALIDATION,2026Q2,152.88,154.46,152.29,151.8199,154.0,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CRWD,2025-07-23,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,116.0,114.5,117.88,117.75,117.5,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CRWD,2025-10-16,BULL,ADVERSE_FIRST,DISCOVERY,2025Q4,123.3564,123.9875,123.0908,122.5,123.875,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CRWD,2026-01-29,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q1,114.0225,112.74,114.9225,116.4753,117.2275,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CRWD,2026-06-15,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,169.705,167.41,172.025,170.635,169.5,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CRWD,2026-06-26,BULL,ADVERSE_FIRST,VALIDATION,2026Q2,172.625,173.4775,172.385,171.01,173.185,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CSCO,2025-06-11,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q2,64.9,64.46,64.86,65.07,64.805,False,True,False,True,True,True,1,3,2,AH,2,MULTIPLE_C2_LEVEL_BREAKS
CSCO,2025-08-04,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q3,67.85,68.05,67.75,67.15,67.61,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CSCO,2025-11-10,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q4,71.8542,72.06,71.98,71.48,71.585,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
CSCO,2026-07-15,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q3,117.135,116.42,117.0,116.9911,116.56,False,False,False,True,True,True,0,3,3,NONE,3,MULTIPLE_C2_LEVEL_BREAKS
CVS,2025-07-11,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,64.95,64.96,65.06,65.62,65.355,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CVS,2026-01-21,BULL,FAVORABLE_FIRST,VALIDATION,2026Q1,80.46,80.6,80.26,80.18,80.5,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CVS,2026-03-10,BULL,ADVERSE_FIRST,VALIDATION,2026Q1,78.61,78.67,78.49,78.26,78.41,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CVS,2026-07-14,BULL,ADVERSE_FIRST,VALIDATION,2026Q3,106.805,106.81,106.58,106.0487,106.395,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CVX,2025-08-01,BULL,ADVERSE_FIRST,DISCOVERY,2025Q3,153.31,154.07,153.5,151.95,153.93,False,True,False,True,True,True,1,3,2,AH,2,MULTIPLE_C2_LEVEL_BREAKS
CVX,2025-08-19,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,153.21,153.045,153.1,155.32,154.75,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
CVX,2025-09-19,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,158.33,157.98,158.5,158.84,158.09,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
CVX,2026-01-07,BEAR,FAVORABLE_FIRST,DISCOVERY,2026Q1,156.84,156.05,157.3,156.5294,156.11,True,False,False,True,True,True,1,3,2,PM,2,MULTIPLE_C2_LEVEL_BREAKS
CVX,2026-02-04,BULL,FAVORABLE_FIRST,VALIDATION,2026Q1,179.33,179.7823,178.8758,178.49,178.82,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
CVX,2026-03-05,BULL,FAVORABLE_FIRST,VALIDATION,2026Q1,186.67,188.5225,187.14,186.43,188.46,False,True,False,True,True,True,1,3,2,AH,2,MULTIPLE_C2_LEVEL_BREAKS
CVX,2026-04-08,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,190.3825,189.1076,190.1,190.17,199.24,False,False,True,True,True,True,1,3,2,PD,2,MULTIPLE_C2_LEVEL_BREAKS
CVX,2026-04-17,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,181.16,180.29,181.03,187.61,185.34,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
CVX,2026-08-04,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q3,189.92,188.99,190.19,192.0,191.81,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DASH,2025-06-16,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q2,220.45,221.775,221.0,219.5513,220.17,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
DASH,2025-07-15,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,237.08,237.2,239.39,242.85,238.79,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DASH,2025-08-11,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,253.0,253.4125,258.0,257.9559,254.39,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DASH,2025-09-29,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q3,268.225,268.97,267.7,262.48,264.2,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DASH,2025-12-30,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q4,229.31,228.72,230.1,230.31,230.09,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DASH,2026-01-22,BULL,FAVORABLE_FIRST,VALIDATION,2026Q1,210.35,211.98,209.64,207.16,208.35,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DASH,2026-05-11,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,161.485,161.51,162.01,163.0,162.0,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DDOG,2025-06-09,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q2,121.89,120.985,122.04,121.038,121.54,True,False,False,True,True,True,1,3,2,PM,2,MULTIPLE_C2_LEVEL_BREAKS
DDOG,2025-06-11,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q2,119.925,119.175,119.288,119.65,119.52,False,False,False,True,True,True,0,3,3,NONE,3,MULTIPLE_C2_LEVEL_BREAKS
DDOG,2025-07-08,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,144.72,144.43,145.59,151.8065,151.65,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DDOG,2025-07-23,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,143.025,142.695,144.79,144.18,142.77,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
DDOG,2025-09-16,BEAR,ADVERSE_FIRST,DISCOVERY,2025Q3,134.995,134.056,135.0,137.0,136.1,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DDOG,2025-10-16,BULL,FAVORABLE_FIRST,DISCOVERY,2025Q4,161.345,162.745,161.3151,161.0,162.0,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
DDOG,2025-11-10,BULL,ADVERSE_FIRST,DISCOVERY,2025Q4,193.64,195.8924,194.3727,191.85,191.32,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
DDOG,2026-01-09,BEAR,ADVERSE_FIRST,VALIDATION,2026Q1,130.315,130.29,130.56,130.68,130.55,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DDOG,2026-01-16,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q1,120.115,119.965,120.68,120.4578,120.4601,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DDOG,2026-01-21,BULL,FAVORABLE_FIRST,VALIDATION,2026Q1,120.08,120.62,119.0,117.99,119.89,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DDOG,2026-04-01,BULL,FAVORABLE_FIRST,VALIDATION,2026Q2,121.0566,121.14,120.15,118.68,119.9353,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DDOG,2026-06-03,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,260.1,257.8,258.37,262.2989,260.37,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
DDOG,2026-06-18,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,223.935,220.43,222.78,226.0711,225.83,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
DDOG,2026-08-27,BULL,FAVORABLE_FIRST,VALIDATION,2026Q3,241.22,240.165,238.1,233.0,234.95,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DE,2026-02-04,BULL,FAVORABLE_FIRST,VALIDATION,2026Q1,550.785,553.81,547.0,545.02,545.32,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DE,2026-02-19,BULL,ADVERSE_FIRST,VALIDATION,2026Q1,637.265,638.855,633.54,593.27,603.81,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DE,2026-04-16,BEAR,ADVERSE_FIRST,VALIDATION,2026Q2,571.83,572.05,572.78,576.64,572.1,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DE,2026-08-12,BULL,ADVERSE_FIRST,VALIDATION,2026Q3,620.14,622.33,621.67,617.95,621.3,False,True,False,True,True,True,1,3,2,AH,2,MULTIPLE_C2_LEVEL_BREAKS
DELL,2025-07-16,BEAR,FAVORABLE_FIRST,DISCOVERY,2025Q3,125.07,124.51,124.84,125.4,125.01,False,True,False,True,True,True,1,3,2,AH,2,MULTIPLE_C2_LEVEL_BREAKS
DELL,2026-01-02,BULL,ADVERSE_FIRST,DISCOVERY,2026Q1,128.54,129.03,128.5,126.08,128.41,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DELL,2026-01-07,BEAR,FAVORABLE_FIRST,DISCOVERY,2026Q1,122.37,121.43,123.2,123.68,121.83,True,True,False,True,True,True,2,3,1,PM+AH,1,ONE_C2_LEVEL_BREAK
DELL,2026-01-08,BEAR,FAVORABLE_FIRST,DISCOVERY,2026Q1,117.43,117.0,117.29,119.509,118.75,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
DELL,2026-02-19,BULL,ADVERSE_FIRST,VALIDATION,2026Q1,119.61,120.55,119.29,116.78,117.455,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
DELL,2026-04-28,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,209.64,207.79,208.47,215.3008,212.76,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
DELL,2026-05-12,BEAR,FAVORABLE_FIRST,VALIDATION,2026Q2,241.39,239.005,239.04,246.75,242.0,False,True,True,True,True,True,2,3,1,AH+PD,1,ONE_C2_LEVEL_BREAK
DELL,2026-05-22,BULL,FAVORABLE_FIRST,VALIDATION,2026Q2,270.675,275.265,268.0,254.8,254.38,True,True,True,True,True,True,3,3,0,PM+AH+PD,0,NO_C2_LEVEL_BREAK
